"WIKI.ABBV - Adj. Open","WIKI.ABBV - Adj. High","WIKI.ABBV - Adj. Low","WIKI.ABBV - Adj. Close","WIKI.ABBV - Adj. Volume"
60.684454147891,60.790545850946,59.734451170528,60.192574433723,9328198
60.414402540112,61.533091325334,60.414402540112,61.041308058169,8674823
61.128110360669,61.677858276504,60.790545850946,61.504253671503,5359393
61.611309844587,61.726081777893,61.263136164558,61.523543072059,4722267
61.533187772337,62.092580388449,61.484964270948,61.928620483726,8792848
61.774305279282,62.208316791782,61.504253671503,61.793594679837,6523547
61.767985902554,62.026245862544,59.048947078506,59.584958316222,13565179
59.224368938122,59.867582423381,58.883270877758,59.721397540368,8194353
59.789617152441,60.822656992401,59.497247386414,60.413339319964,7295072
60.179443507143,60.462067614302,59.545975680752,60.286645754686,8446663
60.18918916601,60.559524202977,59.755507346404,60.091732577335,5519207
59.887073741116,60.306137072421,59.565564455075,59.818854129043,5384163
59.848091105646,60.198934824878,59.526484363017,59.594703975089,6729941
59.468010409811,59.701906222633,59.136658008314,59.409536456606,5244715
59.360808162268,59.380299480003,58.152346462692,59.039201419639,6642033
59.058692737374,60.062495600732,58.805305606818,59.818854129043,8052806
59.604449633957,60.325628390156,59.516738704149,59.7116518815,7764486
58.473953205321,59.692160563765,58.006161579678,58.473953205321,14151123
58.386242275513,58.931999172096,57.762520107989,58.893016536626,7792453
58.483698864188,59.755507346404,58.230311733632,59.555721339619,8149664
59.516738704149,59.545975680752,58.737085994745,59.341316844533,5888681
59.107421031712,59.565466998487,58.941744830963,59.341316844533,5365347
59.351062503401,59.506993045281,58.902762195493,59.126912349447,6470271
58.970981807566,59.41440928604,58.815051265685,59.107421031712,5358115
59.107421031712,59.321825526798,58.863779560023,59.019710101904,4210235
58.610392429467,59.468010409811,58.522681499659,58.980727466434,5357808
59.19513196152,59.448519092076,58.883270877758,59.292588550195,4324649
59.302334209063,59.448519092076,58.737085994745,58.883270877758,5749160
59.039201419639,59.311105302044,58.897304626527,58.970981807566,6396046
58.902762195493,59.429027774341,58.620138088334,59.27309723246,13562193
59.370553821136,60.267154436951,58.863779560023,60.081986918467,8927630
60.101478236202,60.335374049024,59.263351573593,59.916310717719,5662016
59.974784670924,60.501050249772,59.614195292825,60.198934824878,8124442
60.267154436951,60.530287226375,59.935802035454,60.257408778083,8503319
60.15020653054,60.374356684494,59.740888858103,59.799362811308,6422208
60.11122389507,60.652400331985,59.887073741116,60.364611025626,8057672
60.345119707891,60.647235132785,59.926056376586,60.510795908639,6536054
60.442576296567,60.783674356931,60.11122389507,60.637489473918,5214091
60.530287226375,60.812911333534,60.120969553937,60.267154436951,6756122
60.579015520712,61.329431253514,60.374356684494,61.231974664838,7737382
61.183246370501,61.981415831753,61.007824510885,61.641292337276,8190430
61.50485311313,61.914170785567,61.231974664838,61.729003267084,6125782
61.397650865587,62.226031869329,61.280702959176,61.933662103302,6837019
61.534090089733,62.508655976488,61.368413888984,62.070101327448,9637663
62.128575280653,63.030048725902,61.884933808965,62.508655976488,7049660
62.508655976488,63.073904190806,62.42094504668,62.85949969572,6957213
63.639152405124,64.759903174893,63.453984886641,64.204400619442,12788109
64.194654960575,64.262874572648,63.639152405124,64.17516364284,7577385
64.204400619442,64.370076820191,63.931522171151,63.999741783224,3728039
64.028978759826,65.09125557639,64.009487442091,64.857359763568,5241216
64.711174880555,64.759903174893,63.882793876813,64.223891937177,5162786
64.360331161323,64.409059455661,63.834065582475,64.019233100959,11288046
64.106944030767,64.33109418472,63.892539535681,64.126435348502,4252114
64.282365890383,64.321348525853,63.385765274568,63.687880699462,5187438
63.717117676065,64.058215736429,63.444239227773,63.85355690021,5662572
63.85355690021,64.384695308492,63.697626358329,63.980250465489,4099497
63.843811241343,64.43342360283,63.658643722859,63.951013488886,4056243
63.707372017197,64.589354144711,63.580678451919,64.418805114528,4962319
64.282365890383,64.526007362071,63.966996369429,64.301857208118,5067333
64.272620231515,64.584481315277,64.009487442091,64.097198371899,3649941
64.087452713032,64.145926666237,63.590424110786,63.795082947005,3749633
63.795082947005,63.85355690021,63.492967522111,63.502713180978,4057839
63.580678451919,63.921776512283,63.229834732687,63.3760196157,5229211
63.463730545508,63.63427957569,63.181106438349,63.453984886641,3457881
63.570932793051,64.087452713032,63.210343414952,63.307800003627,4396317
63.3760196157,63.536822987015,63.005684578733,63.424747910038,4628438
63.405256592303,64.25312891378,63.181106438349,63.873048217945,6089261
63.834065582475,64.102753397454,63.25907170929,63.317545662495,7136184
63.417431832689,63.417431832689,62.324876356447,63.171360779482,5404529
63.161517937353,63.397746148433,62.669375830938,63.358374779919,6121973
63.230417832251,63.707795675474,63.077853779263,63.12214656884,3896680
63.771774149308,63.949043736039,63.053246673942,63.29931772715,4189518
63.023718147557,63.072833929777,62.123393378081,62.649690146681,4755959
62.895761199889,62.925289726274,62.315033514319,62.452833304115,4057127
62.718590041579,62.994189621172,62.295347830062,62.777647094349,5708615
62.757961410093,63.279632042893,62.54830887276,62.817018462862,4154869
63.387903306304,64.135959308056,63.250103516508,63.64381720164,7120988
63.919416781233,64.598572888086,63.801302675693,64.086745097414,4775055
64.165487834441,64.884015309807,63.998159518259,64.017845202516,4953498
64.421401729777,66.43918436608,64.096587939543,65.031657941732,11639483
65.021815099604,65.277728994939,64.412543171861,64.903700994064,5465620
64.962758046834,65.617307048366,64.903700994064,65.435214468992,4563914
65.464742995377,65.632071311559,65.139929205143,65.582857100917,4176705
65.405685942608,65.828928154125,65.169457731528,65.691128364328,4966429
65.691128364328,66.340755944797,65.573014258789,66.173427628616,4217976
66.134056260102,66.163584786487,65.282256702319,65.937199417536,4543305
65.887985206895,65.897828049023,65.10055783663,65.169457731528,4410652
65.1596148894,65.897828049023,64.824958257037,65.130086363015,4387216
65.120243520887,65.189143415785,64.332816150622,64.943072362577,5128178
64.864329625551,64.92338667832,63.638895780576,64.273759097852,7795328
64.244230571467,65.149772047271,64.185173518697,65.021815099604,6007756
65.031657941732,65.79939962774,64.913543836192,65.62222846943,8410166
65.6812855222,65.868299522638,65.287571837068,65.79939962774,6247520
63.958788149746,65.297414679196,63.594602990999,64.34265899275,12620651
64.34265899275,65.061186468117,64.175330676569,64.598572888086,5953445
64.706844151498,64.972600888962,64.28360193998,64.549358677445,5947195
64.51983015106,64.587745761745,63.781616991437,64.411558887648,5475547
64.411558887648,65.21867194217,64.40171604552,64.805272572781,4676455
64.756058362139,65.080872152373,64.539515835316,64.893858151935,3174632
65.021815099604,65.523800048147,64.765901204267,65.277728994939,4030788
65.10055783663,65.366314574094,64.816099699122,65.021815099604,4064896
64.854486783422,65.1596148894,64.775744046396,64.98244373109,4740856
65.198986257913,65.366314574094,64.57888720383,64.98244373109,6874577
65.213750521105,65.676364101136,65.080872152373,65.661599837944,4516912
65.759043975014,66.252170365642,65.573014258789,66.193113312872,5623481
66.193113312872,66.793526682699,65.828928154125,66.449027208208,4899169
66.419498681823,67.024833472714,66.311227418412,66.803369524827,5472179
66.941169314624,68.230581633432,66.941169314624,67.669539632118,8404762
67.590796895092,67.964824895968,67.261061683794,67.679382474247,6033209
67.71875384276,68.732566581976,67.640109534155,68.575081107923,6112345
68.693195213462,68.801466476874,67.807339421915,68.437281318126,6034751
68.525866897281,68.929423424542,68.329010054715,68.575081107923,5225616
68.388067107485,69.677479426293,68.279795844073,69.411722688829,6573178
69.235535814732,69.539679636497,68.781780792617,69.490465425855,4670036
69.687322268422,70.002293216527,69.382194162444,69.933393321629,9020326
69.992450374399,70.464906796558,69.825122058218,70.21883574335,6325260
70.317264164633,70.681449323381,70.041664585041,70.10072163781,6492054
69.992450374399,70.573178059969,69.933393321629,70.21883574335,6070160
70.366478375275,72.512217959246,70.287735638248,72.029918694959,9921254
72.049604379215,72.335046800936,71.124377219155,71.49840522003,6797205
71.646047851955,71.798611904944,71.272019851079,71.596833641313,4012508
71.5574622728,71.911804589419,71.114534377026,71.252334166823,4478190
71.577147957057,72.384261011578,71.43934816726,71.774004799623,4194616
72.000390168574,72.020075852831,70.779877744664,71.340919745977,4391431
71.429505325132,71.67557637834,71.075163008513,71.370448272362,4683091
71.61651932557,71.842904694521,71.232648482566,71.281862693207,2570706
71.340919745977,71.596833641313,70.85862048169,71.340919745977,4733154
71.104691534898,71.311391219592,70.287735638248,70.602706586354,4343910
70.97673458723,70.97673458723,70.504278165071,70.897991850203,4123406
70.671606481252,71.089927271705,70.453981241795,70.701135007637,3150182
70.760192060407,71.03579164,70.208992901222,70.710977849766,3527484
71.012863349989,71.628553117532,70.804323267434,71.380291114491,4841537
71.439873995221,72.388234846839,71.171751031936,72.125077123615,5168709
72.115146643493,72.720905930915,72.005911362155,72.601740169455,4256868
72.591809689333,72.959237453834,72.184660004345,72.194590484467,3459145
72.125077123615,72.353478166413,71.251194872909,71.727857918749,5247379
71.97611992179,72.264103845318,71.519317836194,72.264103845318,3145522
72.482574407995,73.704023462959,72.437887247447,73.495483380404,5220708
73.465691940039,74.518322832935,73.336595698458,74.111173147947,4922621
74.111173147947,74.230338909407,73.324182598305,73.396178579187,5407627
73.882772105149,74.031729306974,71.966189441668,72.015841842277,6154413
71.866884640452,72.18426278514,71.449804475342,72.085355203128,4676556
72.27403432544,72.295583467304,70.387243102325,71.231333912666,7351961
71.141959591571,71.936398001304,68.897671084076,69.950301976972,7951830
70.029745817945,70.089328698675,69.34454268955,69.423986530524,7740218
69.543152291983,70.347521181838,69.364403649794,69.890719096242,6648737
69.76162285466,70.248216380621,69.443847490767,70.218424940256,4907222
70.11912013904,70.516339343906,69.870858135998,70.496478383663,4377498
70.675227025853,70.873836628286,69.860927655877,70.496478383663,4725037
70.446825983055,70.734809906583,70.148911579405,70.724879426461,3496033
70.834114707799,71.410082554856,70.516339343906,70.973141429502,4353997
70.764601346948,71.638483597654,70.6056143602,71.519317836194,4517865
71.509387356072,71.688135998262,69.900649576363,69.950301976972,5893135
70.248216380621,70.516339343906,69.94037149685,70.138981099283,3233487
70.734809906583,70.794392787313,70.208494460135,70.327660221595,2604230
70.585852704758,70.645435585488,69.791513599826,69.850997175755,3694264
69.99995437758,70.258146860743,69.617630892896,69.930441016728,4715542
70.109189658918,70.188633499891,69.34454268955,69.364403649794,4952629
69.036697805779,69.950401281773,68.987045405171,69.473638931132,3967143
69.433917010645,70.332625461655,69.423986530524,70.208494460135,3961680
70.41703454269,71.380291114491,70.268077340865,71.251194872909,3499957
70.794392787313,71.400152074734,70.774531827069,71.022793830111,3002092
71.221403432544,71.807301759722,70.903628068651,71.608692157289,4028279
71.717927438627,72.27403432544,71.707996958505,71.97611992179,3852441
72.164799044102,73.058542255051,72.055563762763,72.81028025201,4533174
72.27403432544,73.386248099066,72.27403432544,73.376317618944,3329315
73.109187703672,73.664301542472,73.068472735173,73.406109059309,3073646
73.594788181621,74.875820117315,73.40620836411,74.776515316098,5921758
75.064499239626,75.471648924614,74.736793395612,74.895681077558,3831695
74.865889637193,75.054568759505,74.210477949164,74.72686291549,6309109
75.08436019987,76.916533782316,74.826167716706,76.514349337389,7678544
76.752680860309,81.876808603085,76.46469693678,81.211466434934,15320232
80.724872908972,85.491503367369,80.546124266783,84.746717358245,14730393
83.872835107539,86.494481859657,83.793391266565,86.39517705844,12534041
86.365385618075,87.358433630241,85.898653052357,87.139963067565,11085405
86.971144905496,88.222385400826,86.808285031501,87.854957636324,9018210
87.616626113404,88.699048446665,87.537182272431,88.599743645449,9997339
88.768561807517,89.066476211167,85.9185140126,86.762604822942,20332092
86.861909624158,87.199545948295,84.483559635021,84.726856398001,9655625
84.945326960678,86.057540734304,84.786439278731,85.769556810776,7560461
85.799348251141,86.866874864219,85.650391049316,86.802326743428,6484698
86.75267434282,87.090310666956,86.067471214425,86.802326743428,7039818
86.613647621117,87.139963067565,86.166776015642,86.87184010428,6790179
86.315733217467,87.16975450793,85.799348251141,85.968166413209,8143384
85.749695850532,86.305802737345,84.568961764067,84.756647838366,5681763
84.756647838366,84.798256550076,82.611664132088,84.160819031067,6448814
86.067471214425,90.317716706496,85.779487290897,88.341551162285,14780327
88.073428199001,88.72883988703,87.060519226591,88.242246361069,6741247
89.116128611775,89.781470779926,88.291898761677,89.761609819683,5840957
89.811262220291,90.009871822724,88.401134043015,89.076406691288,4284211
88.897658049098,89.811262220291,88.684152726483,89.275016293721,3205853
89.066476211167,89.930427981751,88.857936128612,89.553069737128,4197283
89.572930697371,90.695074951119,89.32466869433,89.860914620899,3461787
89.940358461873,90.556048229416,89.52466856398,90.148898544428,4331482
90.079385183576,90.585839669781,89.076406691288,90.536187269172,3560210
90.834101672822,91.966176406691,90.337577666739,91.737775363893,5966473
91.77,91.99,90.91,91.42,4711620
91.41,91.85,90.54,90.67,6788902
91.01,91.99,90.56,91.04,4628445
91.09,92.78,90.9501,92.17,5239293
92.35,96.44,92.2044,96.04,10969313
95.5,96.62,94.51,96.48,9137443
96.78,98.26,94.89,96.1,6773839
95.93,96,94.45,94.51,4465871
94,94.14,90.77,91.69,8914125
91.78,92.08,90.73,91.79,5571612
91.86,91.86,85.24,89.56,10267227
92.7,94.97,90.75,91.93,9016009
91.7,92.06,88.91,90.96,6510153
90.88,91.82,90.04,90.25,7032912
90.78,93.34,90.27,92.44,7028543
92.08,92.34,90.19,91.02,4956746
91.3,92.555,90.91,92.31,3613245
92.98,95.68,92.96,93.96,6896277
95.29,96.37,95.26,95.89,5170130
95.35,95.9399,93.56,95.43,6124339
95.37,95.42,94.0383,95.12,3997792
94.64,94.91,93.1179,94.75,4568784
94.63,94.7,92.715,93.76,4380487
94.44,95.165,93.28,94.47,4291158
93.8,94.49,93.57,93.61,3258991
93.92,94.31,92.89,93.6,4295646
93.7,95.4,93.6,94.68,4305682
94.69,95.4,94.22,94.47,2542408
94,94.97,93.55,94.72,1932938
94.69,95.63,94.44,95.42,3024719
95.94,96.89,94.83,95.42,4787754
95.76,96.35,95.03,95.82,3953668
96.36,97.53,96.21,96.92,7699656
97.19,98.52,94.3,96.32,4821190
96.37,96.65,94.65,95.22,4613338
95.45,96.72,95,95.41,5530284
95.7,95.79,93.47,94.4,4212587
94.4,94.57,92.9,94.24,4507382
94.62,96.54,94.62,95.95,5176356
95.88,97.31,95.77,96.47,4116508
96.62,96.69,94.76,96.3,4193792
96.6,98.87,96.6,97.35,6087890
97.345,97.44,95.65,96.3,3896583
97.06,97.88,96.64,97.45,11189152
97.87,99.1,97.55,98.19,4705612
98.5,98.55,97.7,97.92,2808697
97.89,98.9,97.22,97.41,3297014
98.02,98.3523,97.72,97.91,2211023
98.07,98.69,97.71,98.21,2801268
98.15,98.36,97.05,97.75,2363794
97.73,98.23,97.44,98.09,1880405
98.19,98.39,97.5175,97.79,1846552
98.14,98.43,96.71,96.71,3174414
97.14,98.9,96.75,98.41,4559726
98.55,100.1,98.04,99.95,4694989
100.07,100.12,98.35,99.38,3552288
99.34,101.2,98.56,101.11,4531681
101.28,101.28,98.18,99.49,5579124
99.49,100.66,98.7,100.24,4032739
99.65,100.2,99.18,99.69,4607167
99.37,99.49,98.56,99.27,4240921
99.34,100.64,98.66,100.34,4370593
100.26,103,100,102.49,8372902
103,104.84,102.55,104.36,5350791
104.29,104.85,103.44,103.81,6166483
104.33,104.87,103.55,104.64,4984487
104.7,106.54,104.461,106.49,3720317
106.17,106.97,105.03,105.38,4929570
105.26,106.23,104.1,105.51,4292180
105.95,108.37,105.739,108.3,6313996
114.5,125.86,113.5,123.21,19033726
121.5,124.15,118.98,122.31,10000873
119.42,121.45,115.87,115.88,11738225
116.21,116.5,111.29,112.22,15639245
112.24,117.53,112.23,116.34,9909452
115.5,117.93,114.92,115.17,7083058
