"WIKI.MMM - Adj. Open","WIKI.MMM - Adj. High","WIKI.MMM - Adj. Low","WIKI.MMM - Adj. Close","WIKI.MMM - Adj. Volume"
175.59784543468,176.74669897803,174.01694440493,174.83194307244,2510055
174.81230455033,175.66658026206,174.39989558605,175.0970631209,1541985
175.03814755458,175.90224252736,173.69290879013,174.49808819659,1447568
174.08567923231,175.37200243043,172.62260933521,175.00868977142,1625049
175.14615942618,175.15597868723,173.99730588282,174.0660407102,1622625
174.15441405969,174.28206445339,173.12348984159,173.38851169745,2030149
173.43760800272,175.22471351461,173.20194573742,174.67483489557,1579593
173.77146287857,174.48826893554,172.57351302994,174.23296814812,1321766
174.37043780288,174.69447341768,173.63399322381,174.18387184285,1265593
173.80092066173,174.46863041343,173.06447608266,174.05622144914,1557453
174.68465415662,176.19682035899,174.1740525818,175.26399055883,1804904
176.01025439896,176.55031375695,174.54718450186,175.45055651886,1464364
175.96115809369,176.2164588811,174.61591932924,175.26399055883,1761780
174.69447341768,175.75495361154,173.92857105544,175.28362908094,1986783
174.29188371445,174.54718450186,171.26755130971,172.78953677314,3473183
173.88929401122,175.40146021359,173.3786924364,173.53580061327,3462633
173.12339164898,174.02676366598,172.85827160052,173.62417396275,2233979
174.27224519234,174.76320824506,173.63399322381,174.27224519234,1623666
174.04640218809,174.5177267187,171.70941805716,172.24947741515,1823128
171.58176766345,172.28875445936,170.6685763854,171.66032175189,1845467
172.00399588879,172.62260933521,171.14972017706,172.00399588879,2272854
170.98279273914,171.61613507714,170.41327559799,171.03188904441,3106798
170.87478086754,172.1316462825,170.70785342962,171.87634549508,2820960
170.97297347808,173.01537977739,170.75694973489,171.93526106141,1622756
172.89754864473,173.21176499847,171.98818687849,172.58333229099,1247189
172.44586263623,174.39007632499,172.31821224253,173.86965548911,2145683
173.67327026803,175.32290612515,173.67327026803,174.95959346614,2009742
175.0774245988,176.33429001375,174.9694127272,175.7647728726,1392438
176.60922932327,178.10175700353,176.02007366001,177.74826360557,1929821
177.59115542871,178.7105511889,177.38495094656,178.31778074673,2036188
178.18615022877,179.70117722988,178.03879828756,179.56973653115,1762914
179.61915032767,181.30910216844,179.48573307708,181.25968837193,2164045
181.27945389053,181.44746079868,180.39000555328,180.805081444,1961456
180.64695729516,181.46722631728,179.90575034745,181.22015733472,1736345
181.24980561262,183.93791614297,180.93355731494,183.85885406855,2850946
183.73037819762,185.25726450989,183.53272301156,184.99537138837,2401641
184.62970929417,186.20106802331,184.11580581042,185.21279209303,2126138
185.30173692676,185.35115072327,184.18992650519,184.71865412789,1393808
184.54076446044,185.30173692676,184.12568856973,184.16521960694,1932120
185.87493696632,188.30609575479,185.8057576512,187.63406812221,2226206
187.2387577501,187.87125434547,186.81379910008,187.66371640011,1763962
187.6241853629,188.00961297571,186.32954389424,187.09051636055,1627706
186.71497150705,187.02133704544,186.06270939307,186.68532322914,1668743
186.08247491167,187.04110256404,186.04294387446,186.87309565589,1661986
187.49570949197,187.97611042168,186.75450254426,187.28817154661,1565272
187.03121980474,188.15775553766,186.95215773032,187.67359915942,1556675
188.40492334782,188.99788890599,187.80326096147,188.96824062808,2514991
189.52167514903,189.70944757579,188.22703368037,189.27460616646,1972733
188.6915233676,189.19554409204,186.8928611745,188.09855780944,1893619
187.95031641989,189.61061998276,187.49570949197,188.95835786878,2046978
188.81999923854,189.3931992781,187.41457203809,188.07879229083,1937139
188.58281301527,190.1047579479,188.11832332804,190.1047579479,4228102
190.26288209674,191.23139250841,190.02569587347,190.74713730258,2085593
191.22150974911,191.22150974911,189.26472340716,189.87745448393,1895059
190.04546139208,190.61866143164,188.22703368037,189.96639931766,1627326
189.86757172463,190.70760626536,188.98800614668,189.88733724324,1481951
189.86757172463,190.36170968977,188.66286336562,189.26472340716,1435374
188.46421990364,188.76070268272,186.94227497101,188.19738540246,1984622
187.71313019663,189.24495788856,187.37711638033,188.75081992342,2330159
188.35550955131,189.0374199432,188.02937849432,188.44445438503,1692204
188.50375094085,189.24495788856,187.87125434547,189.0374199432,1835414
189.0571854618,190.14428898511,188.75081992342,189.08683373971,1730048
189.62050274206,189.91698552114,187.72301295593,188.48398542224,1546695
188.3357440327,188.74093716412,187.55500604778,187.9601991792,1349899
188.46421990364,190.16405450371,187.81195778966,188.00961297571,1448737
188.17761988386,188.78046820133,187.27828878731,187.66371640011,1627375
187.80207503035,188.3258612734,187.29805430591,187.76254399314,1025166
187.93055090129,188.2819818221,187.09051636055,187.48582673267,1682689
186.91262669311,187.86137158617,186.77426806287,187.84160606756,1459582
188.07879229083,188.25668195828,187.17946119428,187.47594397336,1416141
187.03121980474,187.63406812221,186.40860596866,186.43825424657,1274376
187.09051636055,188.12820608734,187.07075084195,188.12820608734,1543558
187.53524052918,188.60257853388,187.28342782214,187.98984745711,1176884
188.56304749667,188.88917855366,187.29805430591,187.6044198443,1340386
187.79219227105,189.85768896533,187.67755226314,188.91882683157,1748179
188.90894407226,189.37343375949,188.35550955131,189.25484064786,2584194
190.73725454327,192.17025464217,190.66807522815,191.95283393751,2709554
191.71564771425,193.31665472129,190.1047579479,192.84228227476,4112662
193.40559955502,194.59153067135,192.70392364452,192.71380640383,2634154
193.13876505384,194.23575133645,192.82251675616,193.81079268643,1770196
193.85032372364,194.80895137601,193.24747540617,193.53407542595,2460984
193.20794436896,193.43524783293,192.19100843671,192.52603397707,1498522
192.87193055267,194.22586857715,192.29873051311,194.22586857715,2463719
194.29504789227,195.55015832372,193.41548231432,195.31297210045,2339537
195.97511697374,197.20057912728,195.44144797139,197.17093084937,2320839
197.32905499821,197.55635846218,196.64714460632,197.06222049704,1630354
196.50878597609,196.81515151447,195.97511697374,196.32101354933,1575940
197.02268945983,197.02268945983,195.21414450742,195.63910315744,1746292
195.05602035858,195.27344106324,194.22586857715,194.33457892948,2247749
193.74161337131,194.63106170856,192.9707581457,194.44328928181,1659515
193.60325474107,194.80895137601,193.56372370386,194.26539961436,1244271
194.36422720739,195.42168245278,193.92938579806,195.31297210045,1458454
195.16473071091,195.61933763884,194.55199963414,195.58968936093,1180901
194.26373617209,194.78073879663,193.59759817508,193.71690647306,1877028
193.37886629547,194.69125757316,192.4243999117,194.11460079963,1899375
195.16849076504,195.16849076504,193.32915450465,194.67137285683,1858172
195.21820255586,197.52681812161,195.21820255586,197.36575191935,1835895
197.58448379896,197.82310039491,196.38145846109,196.59024798254,1514189
197.34586720302,197.38563663568,196.14284186514,196.35163138659,1206374
197.26632833771,198.45941131742,196.61013269886,198.38981481027,1460317
197.9921204837,199.53318599917,197.8252877137,199.51330128284,1409579
199.15537638892,201.85969780961,198.80739385317,201.27309867792,2168167
201.56142706468,203.29139738527,201.10407858912,203.29139738527,2945091
203.07266550565,203.71891878633,202.50595109029,203.1720890873,2347313
203.87799651696,206.19456596924,203.60955284653,205.50854325591,1830419
205.57813976306,206.13491182026,205.03131006402,205.03131006402,1247418
204.82252054257,205.46877382325,204.22597905271,204.22597905271,1455362
204.54413451397,204.68332752827,202.92353013319,203.82828472614,1880877
203.65926463735,204.8424052589,202.91358777503,204.75292403542,2441365
204.8125781844,205.77698692634,204.45465329049,205.73721749368,1893115
205.86646814982,207.21862886016,204.31546027619,206.19456596924,2358406
206.38347077436,208.45645245162,206.36259182222,207.9046515735,1684945
208.57078957051,209.56999656602,208.3222306164,208.79946380829,1577807
208.29240354191,210.10191272781,208.23274939292,210.07208565331,1590599
210.50954941254,212.22957737497,210.22122102578,212.01084549535,3407916
212.76646471584,212.76646471584,211.47395815448,212.13015379332,1567633
212.2196350168,213.3331791312,211.82194069023,212.13015379332,1528215
212.78634943217,212.78634943217,210.86747430646,211.63303588511,1609653
211.50378522897,211.89153719738,210.86747430646,210.99672496259,1398732
210.77799308298,211.9412489882,210.48966469622,211.67280531777,1493098
211.56343937796,212.23951973313,211.08620618607,211.384476931,1319058
210.77799308298,211.27511099119,208.17309524394,208.57078957051,2226566
209.56502538694,209.95774853443,208.8790026736,209.40594765631,1532866
209.83346905737,209.83346905737,205.88635286615,206.6519144448,1792372
208.70004022664,208.70004022664,206.6519144448,206.98995462238,1749132
207.93447864799,209.12756162771,207.54672667958,208.62050136133,1040234
208.78952145012,209.02813804606,208.20292231843,208.55090485418,1063105
207.84499742451,208.51113542152,206.69168387746,206.82093453359,1175987
207.29816772548,208.93865682259,206.845790429,208.38188476539,1454921
208.39182712355,210.51949177071,207.78534327553,209.27669700017,1308382
209.19715813486,209.98260442984,206.80104981726,208.45148127254,1266968
209.69427604307,211.55349701979,209.05796512056,210.08202801148,1445663
209.98260442984,210.77799308298,208.96848389708,209.87323849003,1137743
210.30075989109,211.01660967892,209.41589001447,210.5493188452,1054338
210.97684024627,210.97684024627,209.37612058181,210.45983762172,1233686
209.46560180529,210.30075989109,209.08779219505,210.09197036964,1559820
210.29081753293,210.8823878437,209.95277735534,210.87741666462,785886
210.98678260443,212.17986558414,210.83764723197,211.22539920037,1323187
210.43001054723,210.61891535235,208.27251882558,209.94283499718,2222364
209.98260442984,210.43895866958,208.78952145012,208.78952145012,2114737
201.48188819937,203.32122445976,196.03606093846,198.24067943781,6486516
199.29456940322,199.99053447472,197.40552135201,197.88275454389,2905308
197.9921204837,199.40393534303,196.53059383355,198.89687507665,2174531
199.63260958081,199.88116853492,197.54471436631,198.56877725723,1486137
198.84716328583,200.4975947411,198.65835790429,200.01041919105,1820656
201.12396330545,202.13808383821,200.59701832275,202.00883318207,1967068
202.01877554024,204.41488385783,201.65090828816,204.22597905271,2025858
204.72309696093,206.44312492335,203.93765066595,206.42324020702,2036944
206.75133802644,207.40753366528,204.92194412421,206.45306728151,1516465
206.70162623562,207.19844587309,205.48865853958,206.24427776006,1154496
205.63779391204,206.69168387746,204.50814317741,205.24009958547,1849202
205.49860089774,206.71156859378,204.40494149967,205.28981137629,1610899
204.43476857416,205.96589173146,203.99730481493,205.04125242218,1537868
205.65767862837,205.65767862837,204.44471093233,204.79269346808,1451108
205.46877382325,206.43318256518,204.88217469155,206.17468125291,1254163
205.80681400083,206.64197208663,205.31963845078,205.98577644779,1035755
206.01560352228,207.42741838161,205.42403321151,206.72151095195,1691522
206.59226029581,206.92224716329,204.09672839658,204.16632490373,1318130
204.16632490373,204.44471093233,202.27727685251,202.35681571782,1830572
202.62525938826,203.71891878633,201.83981309328,203.37093625058,1546255
204.01718953126,204.6733851701,203.4504751159,204.27569084353,2043681
204.05,204.1,202.32,202.67,1264423
203.89,203.89,201.96,202.12,1223412
203.44,203.45,202.05,202.13,1238066
202.78,203.27,201.85,202.46,1136407
202.2,203.08,201.3322,202.92,986514
202.92,203.69,202,203.69,1190025
204.32,204.6199,203.02,204.32,1543217
204.61,204.91,203.23,203.56,1411075
202.25,202.53,200.51,200.98,1934515
201.75,202.25,201.24,202.05,2179495
201.47,204.71,201.47,204.46,1687251
204.35,206.12,203.16,205.69,1462837
206.46,209.775,206.09,209.56,1771859
209.91,210.96,209.26,209.64,1441167
209.12,210.29,208.57,209.49,1102480
209.15,211.91,208.74,211.43,1976307
212.59,214.115,210.66,213.35,3578537
214,214.038,212.57,213.76,1270666
214.23,214.65,212.85,213.56,1347801
211.77,212.6,208.31,210.51,2924577
210.9,211.62,210.24,210.44,1342702
209.64,211.3,209.28,210.76,1442920
210.98,211.22,209.37,210.73,1590418
211.26,212.83,210.93,211.03,1186373
211.09,211.38,208.16,209.48,1803540
208.3,209.88,208.2519,209.55,2044226
209.06,209.9,208.73,209.9,1625467
210.73,212.79,210.03,212.76,1280302
212.62,214.6,211.38,214.57,1632186
214.85,216.94,214.5,216.52,1634801
216.49,217.61,215.9002,216.37,1738347
216,216.54,215.27,216.52,1407074
215.96,217.21,215.69,216.68,1053512
217.38,217.6,216.55,216.75,1170940
216.75,216.86,214.66,216.51,2016870
216.6,217.64,216.29,217.59,1894038
218.83,219.76,216.8,217.72,1461599
217.7,218.73,217.2,218.72,1183691
218.49,218.72,216.47,217.75,1875111
217.52,218.64,217.37,218.27,1413576
218.49,219.25,217.47,219.24,1359787
219.95,221.32,219.19,221.32,1624470
221.76,222.78,221.2,221.55,1962708
229,238.9,228.99,234.65,6434602
235.01,237.94,233.94,237.92,3404073
238.26,238.8,232.31,232.94,3346878
234.23,234.95,232.55,234.74,1988609
233.66,233.66,230.64,231.02,2720504
231.38,231.5975,229.81,230.19,1891791
231,231.76,229.11,230.18,1375491
230.24,232.8,229.55,232.23,1579989
231.56,232.58,230.92,232.22,1531962
232.22,232.63,230.15,230.31,1334651
230.38,230.77,229.14,230.05,1550074
228.54,229.4,227.05,228.39,1568596
228.07,228.51,226.04,227.4,1490293
228.43,229.92,227.74,229.36,1732091
229.9,233.59,229.5543,231.49,1692009
232.21,235.71,232.21,234.09,2035058
231.75,234.5289,231.13,234,1774883
234.12,235.94,233.375,235.63,1797384
240.22,240.26,237.86,238.26,1543134
